creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,predicted_churn,decision,churn
531,Massachusetts,Nonbinary,70,1,0.0,2,0,0,99503.19,0.9862999528819404,high_risk,yes
757,New York,Female,34,9,101861.36,2,0,0,187011.96,0.7622376688844553,high_risk,yes
850,Hawaii,Male,40,6,124788.18,1,1,0,65612.12,0.9106494595940624,high_risk,yes
759,California,Female,22,5,0.0,1,1,0,22303.17,0.8598729538225491,high_risk,yes
769,Hawaii,Male,29,4,145471.37,1,1,0,188382.77,0.9774146059528922,high_risk,yes
491,Hawaii,Female,72,6,91285.22,1,1,1,7032.95,0.7870602116295589,high_risk,yes
683,Hawaii,Female,29,9,0.0,2,1,1,48849.89,0.8930049841832629,high_risk,yes
729,New York,Female,42,4,97495.8,2,0,0,2002.5,0.8455451793374229,high_risk,yes
554,California,Male,44,7,85304.27,1,1,1,58076.52,0.8879137402586509,high_risk,yes
540,Texas,Male,64,1,91869.69,1,0,1,95421.0,0.7882167709403938,high_risk,yes
410,Texas,Female,50,2,102278.79,2,1,0,89822.48,0.9920215990938924,high_risk,yes
545,Texas,Female,44,2,127536.44,1,1,0,108398.63,0.933112169430346,high_risk,yes
714,Texas,Male,53,1,99141.86,1,1,1,72496.05,0.0401443955776819,low_risk,no
651,Hawaii,Male,44,2,0.0,3,1,0,102530.35,0.0798478109427524,low_risk,no
667,Texas,Male,33,9,124573.33,2,0,0,683.37,0.7696414420420807,high_risk,yes
631,Florida,Male,46,9,160736.63,1,0,1,93503.02,0.936675531435616,high_risk,yes
705,California,Male,30,1,0.0,1,1,1,181300.32,0.8408083393465464,high_risk,yes
780,Hawaii,Nonbinary,37,3,0.0,2,0,0,182156.81,0.1331616876595463,low_risk,no
582,Texas,Male,35,8,121309.17,2,1,1,28750.67,0.8788462761970884,high_risk,yes
803,California,Male,31,9,157120.86,2,1,0,141300.53,0.8824110600402535,high_risk,yes
501,California,Male,42,9,114631.23,1,0,1,91429.74,0.908499881427828,high_risk,yes
570,California,Female,18,4,82767.42,1,1,0,71811.9,0.8073242181051229,high_risk,yes
579,Texas,Male,41,0,141749.68,1,0,1,9201.53,0.9967947982312576,high_risk,yes
674,Hawaii,Male,45,7,142072.02,1,1,0,37013.29,0.9188654778674336,high_risk,yes
693,New York,Male,45,2,116546.59,2,0,0,23140.28,0.2382807610519561,low_risk,no
632,Florida,Nonbinary,37,1,138207.08,1,1,0,60778.11,0.1594744491313773,low_risk,no
521,California,Male,37,5,105843.26,2,1,1,84908.2,0.8118920541937658,high_risk,yes
639,Texas,Female,37,5,151242.48,1,0,1,49637.65,0.9649721082835928,high_risk,yes
674,California,Male,26,6,166257.96,1,1,1,149369.41,0.8177212896487973,high_risk,yes
775,Hawaii,Male,42,6,133970.22,2,0,1,187839.9,0.8646770323441805,high_risk,yes
596,Florida,Male,30,6,121345.88,4,1,0,41921.75,0.115174753165898,low_risk,no
812,Florida,Female,44,8,0.0,3,1,0,66926.83,0.2443713002626686,low_risk,no
564,Hawaii,Male,31,0,110527.17,1,1,1,87060.77,0.8396971853125206,high_risk,yes
594,Hawaii,Female,56,7,0.0,1,1,0,26215.85,0.0354067042614819,low_risk,no
718,Florida,Male,28,6,0.0,2,1,0,146875.86,0.9370383295353542,high_risk,yes
524,Hawaii,Male,52,2,87894.26,1,1,0,173899.42,0.1150805739206742,low_risk,no
585,Hawaii,Female,34,1,0.0,1,1,1,75503.6,0.9895318727111392,high_risk,yes
686,Massachusetts,Male,22,5,0.0,2,1,0,158974.45,0.7562973861466401,high_risk,yes
683,California,Female,26,7,0.0,2,1,0,86619.77,0.8394995965418085,high_risk,yes
718,Hawaii,Male,35,8,0.0,2,1,0,94820.85,0.8120645175535512,high_risk,yes
677,Hawaii,Nonbinary,46,2,57037.74,1,1,1,158531.01,0.8764361296927726,high_risk,yes
643,Florida,Male,43,1,0.0,2,1,1,145764.4,0.9726195773044398,high_risk,yes
781,Massachusetts,Male,35,1,0.0,2,0,0,42117.9,0.8111714304481055,high_risk,yes
613,New York,Male,38,9,126265.88,2,0,0,15859.95,0.8983771869728538,high_risk,yes
537,Hawaii,Male,28,0,88963.31,2,1,1,189839.93,0.9585681375048394,high_risk,yes
659,Texas,Male,39,8,106259.63,2,1,1,198103.32,0.8632906690414458,high_risk,yes
767,Massachusetts,Female,24,5,0.0,2,1,1,67445.85,0.7594647060824316,high_risk,yes
650,Hawaii,Female,47,9,0.0,1,1,0,187943.6,0.8567302452621562,high_risk,yes
686,California,Male,39,4,0.0,2,1,0,155023.93,0.9791561657178376,high_risk,yes
652,California,Female,32,2,0.0,2,1,0,54628.11,0.9168950389197384,high_risk,yes
528,Massachusetts,Male,43,7,97473.87,2,1,1,159823.16,0.8459211128148406,high_risk,yes
678,Texas,Male,36,3,145747.67,2,0,1,89566.74,0.7835634701188592,high_risk,yes
684,Hawaii,Male,60,2,116563.58,1,1,0,120257.7,0.101771266451649,low_risk,no
519,California,Male,42,8,0.0,2,1,1,101485.72,0.8597672177292164,high_risk,yes
679,New York,Male,35,1,130463.55,2,1,1,37341.17,0.8671679655197723,high_risk,yes
498,California,Male,34,5,0.0,2,1,1,91711.66,0.8610246855321964,high_risk,yes
672,California,Female,43,4,92599.55,2,1,1,167336.78,0.9365372723357168,high_risk,yes
802,California,Nonbinary,38,1,142557.11,1,1,1,172497.73,0.977428284938724,high_risk,yes
684,California,Male,60,2,116563.58,1,1,0,120257.7,0.2237937677392641,low_risk,no
600,California,Male,32,1,0.0,1,1,1,101986.16,0.9355442072833298,high_risk,yes
589,California,Male,38,4,0.0,1,1,0,95483.48,0.1823246338259129,low_risk,no
556,Hawaii,Female,40,8,0.0,2,1,0,62112.7,0.8055979598391527,high_risk,yes
525,Texas,Female,30,0,157989.21,2,1,1,100687.67,0.9124966242514556,high_risk,yes
691,Hawaii,Male,41,2,0.0,1,1,1,56850.92,0.1973877728708721,low_risk,no
711,Hawaii,Male,38,10,0.0,2,0,0,53311.78,0.8351756391117708,high_risk,yes
769,California,Female,25,10,0.0,2,0,0,187925.75,0.991039775612482,high_risk,yes
589,Hawaii,Male,36,8,114435.47,1,1,0,26955.72,0.8619963234834228,high_risk,yes
533,Hawaii,Male,47,9,83347.25,1,1,1,137696.25,0.8674208947630266,high_risk,yes
662,California,Female,38,2,96479.81,1,1,0,120259.41,0.8323047599675395,high_risk,yes
611,Hawaii,Female,40,8,100812.33,2,1,0,147358.27,0.8683905728803532,high_risk,yes
641,Hawaii,Female,42,6,0.0,2,0,0,121138.77,0.9510567222868426,high_risk,yes
531,New York,Female,32,0,109570.21,2,1,1,172049.84,0.9975144759887868,high_risk,yes
617,Hawaii,Female,28,0,0.0,2,1,1,7597.83,0.1944175855393795,low_risk,no
754,Florida,Male,39,7,157691.98,2,1,0,133600.89,0.009914799716863,low_risk,no
524,California,Female,36,10,0.0,2,1,0,109614.57,0.9511404427047928,high_risk,yes
600,California,Male,46,10,95502.21,1,0,0,19842.18,0.9988516944495948,high_risk,yes
707,Florida,Male,44,3,0.0,2,1,1,135077.01,0.8716077266539951,high_risk,yes
520,Massachusetts,Female,35,4,115680.81,1,1,1,90280.7,0.9445921769872944,high_risk,yes
770,Hawaii,Female,33,6,0.0,2,1,1,126131.9,0.8484870049114068,high_risk,yes
779,Hawaii,Male,49,9,106160.37,1,0,0,116893.87,0.7753526297208635,high_risk,yes
725,California,Male,44,5,0.0,1,1,1,117356.14,0.9070959202664932,high_risk,yes
620,California,Male,28,8,0.0,2,1,1,199909.32,0.7568925224297716,high_risk,yes
543,California,Female,67,0,128843.67,1,1,1,134612.48,0.9667233906151592,high_risk,yes
609,Florida,Female,43,6,86053.52,2,1,1,113276.46,0.0802155451880117,low_risk,no
640,California,Nonbinary,45,1,0.0,1,1,1,10908.33,0.7907521954440575,high_risk,yes
681,California,Male,38,3,0.0,2,1,1,112491.96,0.8987602911172912,high_risk,yes
673,California,Male,51,8,79563.36,2,1,1,172200.91,0.9523093070918792,high_risk,yes
581,Massachusetts,Male,43,9,78022.61,1,0,1,30662.91,0.856516051437649,high_risk,yes
492,New York,Male,39,10,124576.65,2,1,0,148584.61,0.8864808784364255,high_risk,yes
604,Hawaii,Female,34,7,0.0,2,1,0,193021.49,0.894138669698908,high_risk,yes
705,Massachusetts,Female,57,3,0.0,2,1,1,34134.14,0.8168957979138038,high_risk,yes
696,California,Female,41,8,0.0,2,0,0,28276.83,0.9402995102766032,high_risk,yes
814,Florida,Female,72,2,0.0,2,0,1,130853.03,0.9535645177036882,high_risk,yes
444,Hawaii,Female,40,5,84350.07,1,1,0,143835.76,0.7579037591824651,high_risk,yes
748,Massachusetts,Male,35,5,105492.53,1,1,1,150057.2,0.9769810424575994,high_risk,yes
579,Hawaii,Female,29,10,73194.52,2,1,1,129209.09,0.7554212300253031,high_risk,yes
682,California,Male,38,4,107192.38,1,1,1,15669.17,0.800493830330865,high_risk,yes
619,California,Female,33,2,167733.51,2,1,1,65222.48,0.9814045924091588,high_risk,yes
615,Massachusetts,Male,41,4,0.0,1,0,1,149278.96,0.8742667764637312,high_risk,yes
589,Texas,Female,20,2,121093.29,2,1,0,3529.72,0.9103968716146,high_risk,yes
569,Hawaii,Female,43,7,0.0,2,1,1,77703.19,0.7891100358462417,high_risk,yes
418,California,Male,36,7,90145.04,1,1,1,69157.93,0.9437689884571618,high_risk,yes
585,California,Female,38,5,0.0,1,1,1,87363.56,0.8874073537355037,high_risk,yes
732,California,Female,34,8,122338.43,2,1,0,187985.85,0.7562221277661187,high_risk,yes
708,Hawaii,Female,67,1,0.0,2,0,1,3837.08,0.7994518823953906,high_risk,yes
469,Hawaii,Female,48,5,0.0,1,1,0,160529.71,0.1193969800108705,low_risk,no
509,Hawaii,Male,26,10,0.0,2,1,1,6177.83,0.8925479132580649,high_risk,yes
785,California,Male,28,8,0.0,2,1,0,77231.27,0.7676931301405444,high_risk,yes
803,Massachusetts,Female,37,1,0.0,2,0,0,7455.2,0.8489093631621573,high_risk,yes
548,Hawaii,Male,57,6,76165.65,1,1,1,133537.53,0.9925088481479076,high_risk,yes
434,Hawaii,Male,41,4,108128.52,1,0,1,56784.11,0.8583912457006252,high_risk,yes
622,Florida,Female,26,8,0.0,2,1,1,124964.82,0.9016637269834168,high_risk,yes
707,Texas,Female,51,10,98438.23,1,0,0,70778.63,0.1974488335025341,low_risk,no
431,California,Male,37,0,120764.08,1,1,1,117023.08,0.847669061758505,high_risk,yes
503,Florida,Nonbinary,25,7,0.0,1,0,1,192841.13,0.8342309185004404,high_risk,yes
778,California,Female,33,9,151772.63,2,0,0,180249.94,0.0310316038824421,low_risk,no
679,Hawaii,Male,41,8,147726.98,3,1,0,172749.4,0.2168495701406763,low_risk,no
813,New York,Female,36,6,98088.09,1,0,1,26687.22,0.2366619562966514,low_risk,no
684,Florida,Female,39,4,139723.9,1,1,1,120612.11,0.8243980423985177,high_risk,yes
678,Hawaii,Male,26,5,111128.04,1,1,0,60941.27,0.0513355332550264,low_risk,no
661,Texas,Female,35,5,150725.53,2,0,1,113656.85,0.909386518374466,high_risk,yes
807,California,Female,34,1,0.0,1,0,0,114448.13,0.8965162154069141,high_risk,yes
567,Hawaii,Female,45,4,0.0,2,0,1,121053.19,0.9751803072537244,high_risk,yes
635,California,Female,47,2,125724.95,2,1,0,63236.97,0.7835664955831205,high_risk,yes
570,Hawaii,Nonbinary,43,9,0.0,2,0,1,11417.26,0.8182088608681507,high_risk,yes
617,Massachusetts,Female,37,9,101707.8,1,1,0,123866.28,0.8740091318278856,high_risk,yes
590,Florida,Female,38,9,0.0,2,1,1,148750.16,0.8124331620008028,high_risk,yes
778,Texas,Female,45,1,162150.42,2,1,0,174531.27,0.8493095974384152,high_risk,yes
732,Texas,Male,50,6,145338.76,1,0,0,91936.1,0.2003826264575225,low_risk,no
655,Hawaii,Male,44,8,87471.63,1,0,1,188593.98,0.9673138138749768,high_risk,yes
607,California,Male,31,8,0.0,2,1,1,43196.5,0.8397223120707922,high_risk,yes
506,Texas,Male,59,8,119152.1,2,1,1,170679.74,0.8137128776211677,high_risk,yes
707,California,Female,58,3,102346.86,1,1,1,114672.64,0.79972088121247,high_risk,yes
607,Hawaii,Female,49,9,119960.29,2,1,0,103068.22,0.8616443722653719,high_risk,yes
502,Hawaii,Male,37,10,0.0,1,1,1,76642.68,0.9869578662490924,high_risk,yes
590,Hawaii,Male,24,7,126431.54,1,1,0,58781.11,0.8288996413836905,high_risk,yes
613,Florida,Male,44,9,100524.69,1,1,1,47298.95,0.977269412581122,high_risk,yes
800,Massachusetts,Male,38,1,0.0,2,1,0,51553.43,0.8581716358829183,high_risk,yes
437,Texas,Male,35,6,126803.34,2,1,1,161133.4,0.8870076801891191,high_risk,yes
653,Hawaii,Male,46,0,119556.1,1,1,0,78250.13,0.2357648346342806,low_risk,no
681,New York,Male,42,3,118199.97,2,1,0,9452.88,0.1334597165751706,low_risk,no
645,New York,Male,33,8,149564.61,1,0,0,149913.84,0.7555751876214423,high_risk,yes
628,Florida,Female,22,3,0.0,1,1,0,85426.28,0.8201607113014914,high_risk,yes
664,Florida,Male,35,1,115024.5,1,0,1,169665.79,0.7569099598975378,high_risk,yes
747,Hawaii,Male,41,5,0.0,2,1,1,22750.17,0.9021207484512892,high_risk,yes
581,Hawaii,Male,37,7,0.0,2,1,1,74320.75,0.9476323948800344,high_risk,yes
850,Massachusetts,Male,37,4,88141.1,1,1,0,109659.12,0.9123920660366924,high_risk,yes
592,Florida,Female,40,2,200322.45,1,1,1,113244.73,0.9221541819515382,high_risk,yes
721,Florida,Female,36,2,0.0,2,1,1,106977.8,0.9416667286333624,high_risk,yes
667,Texas,Male,55,9,154393.43,1,1,1,137674.96,0.09691190620416,low_risk,no
660,New York,Female,37,2,133200.09,1,0,0,71433.88,0.9139325293121529,high_risk,yes
794,Florida,Male,31,0,144880.34,2,0,1,175643.44,0.9323871075830495,high_risk,yes
850,Hawaii,Male,27,6,96654.72,2,0,0,152740.16,0.9820098050338316,high_risk,yes
523,Hawaii,Female,40,2,102967.41,1,1,0,128702.1,0.0870338538973209,low_risk,no
690,New York,Male,31,2,137260.45,2,1,0,55387.28,0.7758824948722456,high_risk,yes
713,Massachusetts,Male,38,6,116980.78,2,0,1,76038.38,0.8180052826277241,high_risk,yes
697,California,Female,45,1,0.0,2,1,0,46807.62,0.0506761401996171,low_risk,no
758,Hawaii,Female,32,2,84378.9,1,1,1,75396.43,0.9236282472046476,high_risk,yes
593,Texas,Female,41,4,119703.1,2,1,1,109783.29,0.9695058895479124,high_risk,yes
594,New York,Male,28,0,142574.71,2,1,0,129084.82,0.9288806455173808,high_risk,yes
569,Florida,Female,30,3,139528.23,1,1,1,33230.37,0.8323340171522076,high_risk,yes
744,Massachusetts,Male,31,0,117551.23,1,1,0,158958.9,0.9735255866051952,high_risk,yes
789,Hawaii,Male,27,6,0.0,2,1,0,103603.65,0.8506893579332241,high_risk,yes
718,Massachusetts,Male,40,9,0.0,2,0,0,121537.91,0.9998948551349288,high_risk,yes
596,New York,Male,47,5,140187.1,2,1,1,174311.3,0.8645897803004594,high_risk,yes
668,Massachusetts,Female,30,8,0.0,2,1,0,138465.7,0.9844099170374504,high_risk,yes
443,Hawaii,Female,35,9,108308.0,1,1,0,129031.19,0.1270672325070737,low_risk,no
437,California,Male,49,9,111634.29,2,0,1,166440.32,0.8923676140508547,high_risk,yes
850,California,Male,66,4,0.0,2,0,1,64350.8,0.9819937431974392,high_risk,yes
543,California,Male,36,6,0.0,2,1,0,176728.28,0.9853749695728432,high_risk,yes
700,Hawaii,Female,42,8,0.0,2,1,1,105305.72,0.8296723135971479,high_risk,yes
759,Hawaii,Female,45,8,0.0,2,1,1,99251.24,0.7985462729904811,high_risk,yes
794,Massachusetts,Female,30,1,154970.54,1,0,1,156768.45,0.8104461288926297,high_risk,yes
710,California,Female,31,1,0.0,2,1,0,20081.3,0.8484528066361229,high_risk,yes
597,Florida,Female,33,2,0.0,2,1,1,4700.66,0.8827939403495565,high_risk,yes
669,Hawaii,Female,47,9,61196.54,1,1,0,58170.24,0.9134471258099072,high_risk,yes
625,Hawaii,Female,36,3,0.0,2,1,0,41295.1,0.2284420582029669,low_risk,no
771,Massachusetts,Female,47,3,72664.0,2,1,1,107874.39,0.7715236643023585,high_risk,yes
620,Massachusetts,Male,31,2,166833.86,2,1,1,135171.6,0.8243489518155203,high_risk,yes
601,Hawaii,Male,46,2,99786.07,1,1,1,32683.88,0.0580183182997399,low_risk,no
658,Hawaii,Female,32,9,0.0,2,1,0,156774.75,0.7762059110261249,high_risk,yes
607,Massachusetts,Female,27,5,100912.19,1,0,0,7631.27,0.9117145034251668,high_risk,yes
614,Hawaii,Male,51,3,0.0,2,1,1,5552.37,0.8120474432070883,high_risk,yes
740,New York,Female,40,2,122295.17,2,1,1,30812.84,0.8862445497241722,high_risk,yes
635,New York,Nonbinary,37,5,113488.68,1,1,0,95611.74,0.0440586363551999,low_risk,no
605,Florida,Male,33,5,150092.8,1,0,0,71862.79,0.9619726636806332,high_risk,yes
751,Hawaii,Male,47,5,142669.93,2,1,0,162760.96,0.9876868034396112,high_risk,yes
525,Florida,Female,30,5,0.0,2,0,1,149195.44,0.8305496588629746,high_risk,yes
600,Texas,Female,39,7,88477.36,2,1,0,58632.37,0.9450387279793796,high_risk,yes
724,Hawaii,Female,41,5,109798.25,1,0,1,149593.61,0.8694046143097798,high_risk,yes
566,Massachusetts,Male,44,5,0.0,2,1,0,66462.79,0.9869202456390012,high_risk,yes
726,Florida,Male,36,2,0.0,1,1,0,195192.4,0.8578342847231099,high_risk,yes
648,Hawaii,Female,43,7,139972.18,1,1,0,143668.58,0.9555583432179708,high_risk,yes
564,New York,Male,41,9,103522.75,2,1,1,34338.21,0.8625593025357258,high_risk,yes
695,Massachusetts,Female,31,8,0.0,2,0,1,131644.41,0.886257002009884,high_risk,yes
590,Florida,Female,44,3,139432.37,1,1,0,62222.81,0.956105151929703,high_risk,yes
704,New York,Male,27,5,147004.34,1,1,0,64381.33,0.0583007186018635,low_risk,no
582,Florida,Male,33,6,0.0,2,0,1,72970.93,0.905702376984726,high_risk,yes
646,California,Female,51,4,101629.3,1,0,0,130541.1,0.9406642043204791,high_risk,yes
667,Hawaii,Male,36,8,139753.35,1,1,0,79871.16,0.8244024343597496,high_risk,yes
788,California,Female,39,3,135139.33,1,0,1,113086.08,0.8985507963571837,high_risk,yes
498,New York,Male,35,2,121968.11,2,0,1,188343.05,0.9942048477829633,high_risk,yes
645,California,Female,55,7,0.0,2,1,1,18369.33,0.8511651827647284,high_risk,yes
610,California,Male,34,0,103108.17,1,0,0,125646.82,0.9253164228758628,high_risk,yes
684,Massachusetts,Female,38,3,0.0,2,1,0,44255.65,0.9104727047459502,high_risk,yes
669,New York,Male,47,0,63723.78,2,1,1,181928.25,0.8023354224401636,high_risk,yes
483,California,Male,27,1,77805.66,1,1,1,2101.89,0.7838377013900654,high_risk,yes
524,Hawaii,Male,22,9,0.0,2,1,0,74405.34,0.9455406771895378,high_risk,yes
847,Florida,Male,31,5,0.0,2,1,1,76326.67,0.8071692585597771,high_risk,yes
668,Florida,Male,38,1,147904.31,1,1,1,69370.05,0.854183628357968,high_risk,yes
656,New York,Female,23,4,163549.63,1,0,1,21085.12,0.8354056412529456,high_risk,yes
631,Florida,Male,23,3,0.0,2,1,0,13813.24,0.8333779011175773,high_risk,yes
449,Florida,Female,33,8,0.0,2,0,0,156792.89,0.8455052514540754,high_risk,yes
512,New York,Male,41,7,122403.24,1,0,1,37439.9,0.0397768885110799,low_risk,no
801,California,Male,38,5,0.0,2,1,0,66256.27,0.8145731535908356,high_risk,yes
500,Florida,Male,40,1,99004.24,1,1,1,152845.99,0.9919236784175705,high_risk,yes
625,Hawaii,Male,45,7,137555.44,1,0,0,124607.7,0.8024748742912882,high_risk,yes
602,Hawaii,Female,33,8,0.0,2,1,1,112928.74,0.8334795503813115,high_risk,yes
850,Florida,Female,45,5,174088.3,4,1,0,5669.31,0.1426199715757258,low_risk,no
613,Florida,Male,34,8,117300.02,1,1,0,139410.08,0.966810413472974,high_risk,yes
686,Hawaii,Female,39,3,111695.62,1,0,0,136643.84,0.7576996460126608,high_risk,yes
819,Hawaii,Male,35,1,0.0,2,0,1,3385.04,0.9058138068229098,high_risk,yes
651,Massachusetts,Female,45,8,95922.9,1,1,0,84782.42,0.1149264933369568,low_risk,no
811,California,Male,46,9,180226.24,1,1,0,13464.64,0.2412065590535686,low_risk,no
551,California,Female,36,5,0.0,1,1,0,183479.12,0.99462192626609,high_risk,yes
580,New York,Female,33,7,131647.01,2,0,0,79775.19,0.8426468985706947,high_risk,yes
512,California,Female,75,2,0.0,1,1,0,123304.62,0.7934731912050617,high_risk,yes
639,Hawaii,Female,35,1,103015.12,2,1,1,139094.12,0.9298311321176388,high_risk,yes
649,Hawaii,Male,41,0,0.0,2,0,1,130567.02,0.9385637091672616,high_risk,yes
712,Massachusetts,Male,74,5,0.0,2,0,0,151425.82,0.941767604800794,high_risk,yes
594,Hawaii,Male,23,5,156267.59,1,1,0,160968.44,0.930369096651262,high_risk,yes
610,Hawaii,Female,35,7,81905.95,1,1,1,61623.19,0.9132066050422576,high_risk,yes
460,New York,Female,40,6,119507.58,2,1,0,91560.63,0.0431705640043117,low_risk,no
661,Hawaii,Male,39,5,0.0,2,0,0,181461.46,0.7716808591614299,high_risk,yes
656,New York,Female,49,9,97092.87,1,1,0,74771.22,0.1351897617546073,low_risk,no
757,California,Male,47,3,130747.1,1,1,0,143829.54,0.9756639369100848,high_risk,yes
692,California,Male,66,4,159732.02,1,1,1,118188.15,0.9121216351586914,high_risk,yes
634,Massachusetts,Male,52,1,0.0,2,1,1,176913.42,0.8172833123964329,high_risk,yes
623,California,Male,48,5,118469.38,1,1,1,158590.25,0.9681754003459442,high_risk,yes
744,Florida,Male,35,7,0.0,2,1,1,43036.6,0.8831882082118526,high_risk,yes
737,Hawaii,Nonbinary,30,8,174356.13,1,0,0,31928.5,0.7800253492611848,high_risk,yes
581,Florida,Male,46,2,79385.21,2,0,0,188492.82,0.9321752424677042,high_risk,yes
411,California,Female,35,2,0.0,2,1,1,93825.78,0.9232176687893432,high_risk,yes
582,California,Male,41,1,40488.76,1,1,0,128528.83,0.9318255245380292,high_risk,yes
538,Florida,Female,31,0,0.0,2,0,0,179453.66,0.9684695512749804,high_risk,yes
408,Hawaii,Male,40,3,0.0,2,0,0,124874.23,0.8585719582731199,high_risk,yes
626,California,Female,44,2,0.0,1,0,1,173117.22,0.1622959987496706,low_risk,no
834,New York,Female,68,9,130169.27,2,0,1,93112.2,0.9467759459297772,high_risk,yes
652,California,Male,31,2,119148.55,1,0,0,149740.22,0.9582857193157588,high_risk,yes
623,Florida,Male,44,1,83325.77,1,0,1,80828.78,0.8447523191032049,high_risk,yes
592,California,Male,60,9,0.0,4,1,1,13614.01,0.0280903477952876,low_risk,no
570,California,Male,30,2,131406.56,1,1,1,47952.45,0.9617300285082752,high_risk,yes
731,Texas,Nonbinary,35,2,127862.93,2,1,0,139083.7,0.8619679012546788,high_risk,yes
812,Texas,Male,25,5,54817.55,1,1,0,131660.31,0.994416052177274,high_risk,yes
524,New York,Female,31,10,67238.98,2,1,1,161811.23,0.8171026683425585,high_risk,yes
669,California,Male,37,1,125529.55,1,1,1,162260.93,0.8380051818775724,high_risk,yes
483,Hawaii,Female,30,9,0.0,2,0,0,136356.97,0.8353496812226385,high_risk,yes
729,Hawaii,Female,32,7,38550.06,1,0,1,179230.23,0.7590099250515068,high_risk,yes
659,Hawaii,Female,49,1,0.0,1,1,0,116249.72,0.2211130028409056,low_risk,no
717,Massachusetts,Male,36,2,102989.83,2,0,1,49185.57,0.8429267105745953,high_risk,yes
809,Massachusetts,Male,33,9,0.0,1,1,1,124045.65,0.7928968526356686,high_risk,yes
666,California,Male,51,2,148222.65,1,0,0,156953.54,0.0686391614546898,low_risk,no
662,California,Male,31,3,0.0,2,0,1,27731.05,0.8305941909265129,high_risk,yes
507,New York,Male,40,3,120105.43,1,1,0,92075.01,0.0278376020993094,low_risk,no
654,California,Male,29,7,0.0,2,1,1,149184.15,0.804093079887541,high_risk,yes
690,Florida,Male,49,8,116622.73,1,0,1,51011.29,0.7513557029097582,high_risk,yes
592,Florida,Male,41,0,0.0,2,1,0,65906.07,0.903163530539128,high_risk,yes
599,New York,Female,49,10,143888.22,2,1,1,166236.38,0.1684458062175227,low_risk,no
659,Texas,Female,30,8,154159.51,1,1,0,40441.1,0.9362920147339168,high_risk,yes
598,Texas,Male,38,1,101487.18,1,1,1,75959.1,0.231769936762143,low_risk,no
672,Hawaii,Female,40,3,0.0,1,1,0,113171.61,0.1825939770471626,low_risk,no
651,Texas,Male,40,1,134760.21,2,0,0,174434.06,0.0675633843473078,low_risk,no
724,Hawaii,Female,34,2,0.0,2,1,1,118863.38,0.8809289009415735,high_risk,yes
689,Texas,Male,26,4,120727.97,1,0,1,149073.88,0.7886634027441619,high_risk,yes
464,Hawaii,Nonbinary,38,3,116439.65,1,1,0,75574.48,0.9078599128076226,high_risk,yes
681,Hawaii,Male,59,4,122781.51,1,0,1,140166.95,0.7775625407809159,high_risk,yes
744,California,Male,54,6,93806.31,2,0,1,140068.77,0.9269044873817074,high_risk,yes
626,New York,Female,23,6,85897.95,1,1,0,109742.8,0.8508679165958459,high_risk,yes
629,Hawaii,Female,40,6,0.0,2,1,1,139356.3,0.8399558457624408,high_risk,yes
529,Florida,Male,35,5,95772.97,1,1,1,112781.5,0.8003213648952275,high_risk,yes
635,California,Male,42,1,146766.72,2,0,1,164357.1,0.8831260209040408,high_risk,yes
521,Florida,Female,34,7,70731.07,1,1,1,20243.97,0.0632881837549569,low_risk,no
545,California,Female,26,1,0.0,2,1,1,199638.56,0.9646510952791754,high_risk,yes
612,Massachusetts,Male,33,5,69478.57,1,1,0,8973.67,0.0891730876855895,low_risk,no
515,Hawaii,Male,41,8,0.0,2,1,1,185054.14,0.9793845220849182,high_risk,yes
571,California,Female,23,10,151097.28,1,0,1,17163.75,0.8767063167014535,high_risk,yes
718,California,Male,36,9,0.0,1,1,0,45909.87,0.937106857257506,high_risk,yes
747,New York,Male,29,7,117726.33,1,1,1,175398.34,0.9902645114676932,high_risk,yes
850,Hawaii,Female,46,3,0.0,2,1,1,187980.21,0.987946446366004,high_risk,yes
772,California,Male,23,2,0.0,2,1,0,18364.19,0.8761054687472978,high_risk,yes
676,Hawaii,Female,49,1,0.0,1,1,0,79342.31,0.2498504963016488,low_risk,no
739,Hawaii,Female,27,6,0.0,1,1,1,57572.38,0.8665118718589582,high_risk,yes
764,Hawaii,Female,39,1,129068.54,2,1,1,187905.12,0.8568226032349852,high_risk,yes
631,Texas,Female,22,6,139129.92,1,1,1,63747.51,0.7878692075068484,high_risk,yes
739,New York,Male,29,3,59385.98,2,1,1,105533.96,0.7840103454638855,high_risk,yes
661,New York,Female,47,0,109493.62,1,0,0,188324.01,0.2020775521072192,low_risk,no
507,Hawaii,Female,31,0,106942.08,1,0,1,44001.11,0.7823401021080048,high_risk,yes
677,California,Female,24,0,148298.59,2,0,0,182913.95,0.99483962294058,high_risk,yes
665,Hawaii,Male,52,3,0.0,1,1,0,116137.01,0.0943600374765603,low_risk,no
686,New York,Male,26,1,57422.62,1,1,1,79189.4,0.8994733864145771,high_risk,yes
531,Florida,Male,70,1,0.0,2,0,0,99503.19,0.9549447363122132,high_risk,yes
587,Florida,Male,41,8,85109.21,1,1,0,1557.82,0.9371062554048274,high_risk,yes
523,Florida,Male,32,4,0.0,2,1,0,167848.02,0.9994158108120372,high_risk,yes
686,Florida,Male,39,10,136258.06,1,0,0,89199.51,0.9402720020050868,high_risk,yes
